1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,,,,,,,,
2012,Georgia,SEC (East),YES,Won,YES,YES,12,2,0.857,38.4,32.9088,7,1,88%,18.5,20.2,37.2,13.8,18.8,12.9,37.8,19.6,18.2,6,3,66,467.6,7.09,28.5,285.1,10,63.7,11,172.78,37,37.5,182.57,4.87,32,8,34,13,30,1,0,275,19.6,616,2550,4.14,17,44,182.14,351,200,57,2459,7,13,13,120.64,25.1,175.6,2550,2459,967,5009,5.18,357.8,32,709,22.16,1,2.3,50.6,27,203,7.52,0,1.9,14.5,54,1091,20.2,0,3.9,77.9,14,156,11.14,1,1,11.1,14,8,57.1,1,0.6,6,0.43,17,13,30,8,11,19,11,0.79,96,749,6.9,53.5,74%,74%,4399837,6,217169,21,9,74989418,22710140,52279278,"Public, 4-year or above",,,,,,,,
2012,Florida,SEC (East),YES,Lost,YES,NO,11,2,0.846,37.7,31.8942,7,1,88%,13.8,12.7,26.8,11.1,12.9,8.2,26.5,14.5,12,23,3,63.66,334,5.25,22.2,146.3,6.6,63.5,5,130.44,13,41.46,187.69,4.53,22,24,21,14,18,1,0,188,14.5,413,1229,2.98,12,31.77,94.54,444,231,52,2498,5.6,7,20,95.48,34.2,192.2,1229,2498,857,3727,4.35,286.7,36,835,23.19,1,2.8,64.2,18,249,13.83,1,1.4,19.2,38,684,18,0,2.9,52.6,22,161,7.32,1,1.7,12.4,29,24,82.8,2.2,1.8,6,0.46,10,20,30,10,5,15,15,1.15,105,895,8.1,68.8,58%,0%,4125023,6,222683,22,11,74117435,23045846,51071589,"Public, 4-year or above",,,,,,,,
2012,South Carolina,SEC (East),YES,Won,YES,YES,11,2,0.846,37.4,31.6404,6,2,75%,14.0,20.1,31.4,11.8,17.4,11.8,31.5,18.2,13.3,9,3,65.87,376.5,5.72,28.1,238.1,8.5,61.6,9,154.15,29,37.77,138.46,3.67,19,11,27,17,24,0,0,237,18.2,504,1569,3.11,9,38.77,120.69,379,213,56.2,2533,6.7,18,15,120.09,29.2,194.8,1569,2533,883,4102,4.65,315.5,26,563,21.65,0,2,43.3,30,427,14.23,2,2.3,32.8,34,790,23.24,0,2.6,60.8,11,52,4.73,0,0.8,4,17,11,64.7,1.3,0.8,1,0.08,9,15,24,11,9,20,4,0.31,63,526,4.8,40.5,73%,65%,4866051,6.9,150192,22,9,48065096,22063216,26001880,"Public, 4-year or above",,,,,,,,
2012,Vanderbilt,SEC (East),YES,Won,YES,YES,9,4,0.692,30.2,20.8984,5,3,63%,11.1,29.1,29.3,18.5,18.3,13.4,30,18.7,11.3,50,23,67.21,379.7,5.65,26.9,213.4,7.9,59.1,5,138.89,17,40.31,166.31,4.13,25,20,27,18,23,2,0,243,18.7,482,1848,3.83,17,37.08,142.15,432,232,53.7,2493,5.8,7,11,102.44,33.2,191.8,1848,2493,914,4341,4.75,333.9,40,874,21.85,0,3.1,67.2,35,366,10.46,3,2.7,28.2,53,1050,19.81,1,4.1,80.8,20,214,10.7,1,1.5,16.5,24,20,83.3,1.8,1.5,1,0.08,7,11,18,13,5,18,0,0,77,584,5.9,44.9,25%,25%,7729942,6,299716,16,9,21282267,18524921,2757346,"Private nonprofit, 4-year or above",,,,,,,,
2012,Missouri,SEC (East),YES,No Appearance,NO,NO,5,7,0.417,37.3,15.5541,2,6,25%,-2.7,23.5,25.8,16.6,28.4,16.2,25.8,28.4,-2.6,50,50,72.25,356.4,4.93,34.5,217.9,6.3,55.1,14,113.32,15,37.75,138.5,3.67,16,14,45,9,40,1,1,341,28.4,451,1791,3.97,26,37.58,149.25,401,261,65.1,2897,7.2,19,7,137.92,33.4,241.4,1791,2897,852,4688,5.5,390.7,35,864,24.69,2,2.9,72,28,421,15.04,3,2.3,35.1,45,848,18.84,0,3.8,70.7,33,313,9.48,0,2.8,26.1,20,14,70,1.7,1.2,1,0.08,16,7,23,8,14,22,1,0.08,67,519,5.6,43.3,64%,63%,4407281,7,157165,24,9,15298186,15298186,0,"Public, 4-year or above",,,,,,,,
2012,Tennessee,SEC (East),YES,No Appearance,NO,NO,5,7,0.417,30.5,12.7185,1,7,13%,0.5,20.2,36.2,13.7,35.7,13.2,36.2,35.7,0.5,50,23,74.22,475.9,6.42,39.8,315.6,7.9,59.7,14,144.79,35,34.42,160.33,4.66,18,15,53,20,46,2,0,428,35.7,477,2266,4.75,25,39.75,188.83,446,272,61,3390,7.6,26,12,138.7,37.2,282.5,2266,3390,923,5656,6.13,471.3,52,1046,20.12,1,4.3,87.2,22,261,11.86,1,1.8,21.8,46,949,20.63,1,3.8,79.1,16,133,8.31,0,1.3,11.1,19,15,78.9,1.6,1.3,2,0.17,5,12,17,9,14,23,-6,-0.5,82,630,6.8,52.5,61%,48%,5349319,6.5,240011,19,9,52590771,19786617,32804154,"Public, 4-year or above",,,,,,,,
2012,Kentucky,SEC (East),YES,No Appearance,NO,NO,2,10,0.167,32.7,5.4609,0,8,0%,-13.1,24.7,17.9,14.0,31.0,12.2,17.9,31,-13.1,50,50,65.88,315,4.78,32.3,176.3,5.5,56.8,10,108.67,13,33.58,138.75,4.13,13,8,48,13,41,2,0,372,31,481,1940,4.03,25,40.08,161.67,367,247,67.3,2757,7.5,21,5,146.56,30.6,229.8,1940,2757,848,4697,5.54,391.4,48,1009,21.02,0,4,84.1,22,165,7.5,0,1.8,13.8,24,512,21.33,0,2,42.7,25,150,6,0,2.1,12.5,15,8,53.3,1.3,0.7,4,0.33,8,5,13,6,10,16,-3,-0.25,55,496,4.6,41.3,29%,29%,4962357,7,170544,23,11,32997939,13368099,19629840,"Public, 4-year or above",,,,,,,,
2012,Alabama,SEC (West),YES,Won,YES,YES,13,1,0.929,40,37.16,7,1,88%,27.8,18.0,38.5,9.4,10.7,9.9,38.7,10.9,27.8,2,1,64.11,445.5,6.95,23.4,218,9.3,66.8,3,174.29,31,40.71,227.5,5.59,37,15,20,5,18,0,0,153,10.9,440,1069,2.43,10,31.43,76.36,397,217,54.7,2431,6.1,8,18,103.67,28.4,173.6,1069,2431,837,3500,4.18,250,21,503,23.95,1,1.5,35.9,34,337,9.91,0,2.4,24.1,53,1143,21.57,1,3.8,81.6,18,117,6.5,0,1.3,8.4,20,15,75,1.4,1.1,3,0.21,11,18,29,12,3,15,14,1,54,467,3.9,33.4,75%,84%,5604727,6,272387,20.5,9,81993762,36918963,45074799,"Public, 4-year or above",,,,,,,,
2012,Texas A&M,SEC (West),YES,Won,YES,YES,11,2,0.846,39.4,33.3324,6,2,75%,22.3,21.8,44.8,17.9,22.5,13.5,44.5,21.8,22.7,50,5,78.8,558.5,7.08,37.8,316.5,8.4,66.9,10,151.82,28,41,242.08,5.9,46,13,36,12,29,1,0,283,21.8,487,1814,3.72,18,37.46,139.54,485,281,57.9,3259,6.7,17,12,121.01,37.3,250.7,1814,3259,972,5073,5.22,390.2,35,697,19.91,0,2.7,53.6,34,452,13.29,1,2.6,34.8,38,708,18.63,0,2.9,54.5,13,70,5.38,0,1,5.4,22,13,59.1,1.7,1,2,0.15,4,12,16,11,10,21,-5,-0.38,80,735,6.2,56.5,69%,71%,3786801,6.5,242389,20,11,44420762,17929882,26490880,"Public, 4-year or above",,,,,,,,
2012,LSU,SEC (West),YES,Lost,YES,NO,10,3,0.769,39.2,30.1448,6,2,75%,13.3,17.3,30.3,16.0,16.9,7.8,29.8,17.5,12.3,3,2,67.94,374.2,5.51,27.4,200.5,7.3,58.4,7,127.13,12,40.54,173.69,4.28,29,21,29,10,24,0,0,228,17.5,440,1321,3,14,33.85,101.62,457,254,55.6,2678,5.9,15,18,107.75,35.2,206,1321,2678,897,3999,4.46,307.6,31,744,24,0,2.4,57.2,36,327,9.08,2,2.8,25.2,50,903,18.06,0,3.8,69.5,17,59,3.47,0,1.3,4.5,29,21,72.4,2.2,1.6,2,0.15,15,18,33,10,7,17,16,1.23,94,753,7.2,57.9,72%,78%,5503521,6.5,339870,20,9,68804309,24049282,44755027,"Public, 4-year or above",,,,,,,,
2012,Mississippi State,SEC (West),YES,Lost,YES,NO,8,5,0.615,33.6,20.664,4,4,50%,7.8,26.1,30.3,14.4,22.4,13.9,29.5,23.3,6.2,50,13,65.22,381.9,5.85,32.6,237.8,7.3,58.7,10,137.04,28,32.62,144.15,4.42,18,14,37,15,36,0,0,303,23.3,504,2153,4.27,16,38.77,165.62,414,265,64,2883,7,17,19,126.88,31.8,221.8,2153,2883,918,5036,5.49,387.4,45,1018,22.62,1,3.5,78.3,23,171,7.43,0,1.8,13.2,54,1072,19.85,2,4.2,82.5,13,6,0.46,0,1,0.5,22,14,63.6,1.7,1.1,2,0.15,15,19,34,8,10,18,16,1.23,61,538,4.7,41.4,60%,60%,3569010,5.5,173803,19,9,25339143,13399021,11940122,"Public, 4-year or above",,,,,,,,
2012,Mississippi,SEC (West),YES,Won,YES,YES,7,6,0.538,36.6,19.6908,3,5,38%,2.4,22.1,30.9,11.2,28.5,16.3,31.5,27.6,3.9,50,50,74.04,423.8,5.73,31.5,249.8,7.9,63.3,18,140.58,24,42.54,174,4.09,25,18,44,17,40,1,1,359,27.6,483,1681,3.48,17,37.15,129.31,427,268,62.8,3205,7.5,22,15,135.78,32.8,246.5,1681,3205,910,4886,5.37,375.8,43,861,20.02,1,3.3,66.2,24,134,5.58,0,1.8,10.3,42,1030,24.52,2,3.2,79.2,24,189,7.88,1,1.8,14.5,28,18,64.3,2.2,1.4,1,0.08,13,15,28,11,18,29,-1,-0.08,62,480,4.8,36.9,71%,62%,3436004,5.5,164686,20,9,26890956,10588595,16302361,"Public, 4-year or above",,,,,,,,
2012,Arkansas,SEC (West),YES,No Appearance,NO,NO,4,8,0.333,33.6,11.1888,2,6,25%,-6.9,27.9,23.5,14.6,30.4,16.6,23.5,30.4,-6.9,10,8,68.88,420.2,6.1,38.3,301.5,7.9,59.3,16,135.04,23,30.58,118.67,3.88,12,13,47,13,44,0,0,365,30.4,440,1489,3.38,21,36.67,124.08,419,262,62.5,3430,8.2,24,6,147.33,34.9,285.8,1489,3430,859,4919,5.73,409.9,31,566,18.26,0,2.6,47.2,21,124,5.9,0,1.8,10.3,19,402,21.16,0,1.6,33.5,25,152,6.08,0,2.1,12.7,20,13,65,1.7,1.1,2,0.17,6,6,12,15,16,31,-19,-1.58,72,528,6,44,67%,40%,4065265,6,224257,18,11,64193826,24325173,39868653,"Public, 4-year or above",,,,,,,,
2012,Auburn,SEC (West),YES,No Appearance,NO,NO,3,9,0.25,33.1,8.275,0,8,0%,-9.7,28.3,18.7,15.9,28.3,17.1,18.7,28.3,-9.6,50,50,57.9,305,5.27,21.4,156.6,7.3,57.2,15,117.21,8,36.5,148.42,4.07,16,11,44,10,44,0,1,340,28.3,484,2371,4.9,23,40.33,197.58,358,235,65.6,2675,7.5,20,2,145.72,29.8,222.9,2371,2675,842,5046,5.99,420.5,36,808,22.44,1,3,67.3,18,161,8.94,0,1.5,13.4,14,233,16.64,0,1.2,19.4,5,4,0.8,0,0.4,0.3,14,11,78.6,1.2,0.9,3,0.25,11,2,13,10,15,25,-12,-1,75,601,6.3,50.1,74%,74%,5688602,6,335884,21,11,77170242,33334595,43835647,"Public, 4-year or above",,,,,,,,
2012,Arkansas State,Sun Belt,NO,Won,YES,YES,10,3,0.769,24.1,18.5329,7,1,88%,11.0,25.1,36.4,13.0,25.4,15.8,34.9,24.5,10.4,50,50,73.14,466.7,6.38,31.6,259,8.2,67.6,5,154.09,25,41.54,207.69,5,31,17,39,15,33,2,1,318,24.5,498,2033,4.08,15,38.31,156.38,432,276,63.9,2955,6.8,21,13,131.37,33.2,227.3,2033,2955,930,4988,5.36,383.7,37,712,19.24,0,2.8,54.8,11,47,4.27,0,0.8,3.6,55,1045,19,0,4.2,80.4,18,110,6.11,1,1.4,8.5,21,17,81,1.6,1.3,1,0.08,10,13,23,9,5,14,9,0.69,64,598,4.9,46,54%,54%,2113496,4.5,57850,15.75,11,4341626,4341626,0,"Public, 4-year or above",,,,,,,,
2012,Louisiana-Lafayette,Sun Belt,NO,Won,YES,YES,9,4,0.692,20,13.84,6,2,75%,9.5,19.1,34.6,10.4,25.1,12.0,35.5,28.1,7.4,50,50,67.12,454.9,6.77,30.2,261.5,8.6,61.6,9,148.12,22,36.92,193.46,5.24,33,20,42,24,41,0,0,365,28.1,472,1870,3.96,20,36.31,143.85,475,291,61.3,3685,7.8,21,13,135.55,36.5,283.5,1870,3685,947,5555,5.87,427.3,47,861,18.32,0,3.6,66.2,20,127,6.35,1,1.5,9.8,58,1086,18.72,0,4.5,83.5,20,149,7.45,1,1.5,11.5,23,20,87,1.8,1.5,3,0.23,8,13,21,13,9,22,-1,-0.08,74,633,5.7,48.7,73%,69%,1942446,5.5,78010,16.5,9,5892869,5892869,0,"Public, 4-year or above",,,,,,,,
2012,Middle Tennessee,Sun Belt,NO,No Appearance,NO,NO,8,4,0.667,20,13.34,6,2,75%,-1.4,22.1,26.6,15.5,28.0,9.9,26.6,28,-1.4,50,50,67.7,392.8,5.8,28.7,216.1,7.5,63.1,8,137.1,16,39,176.67,4.53,19,17,43,12,40,0,1,336,28,490,2259,4.61,21,40.83,188.25,379,256,67.5,3031,8,22,12,147.55,31.6,252.6,2259,3031,869,5290,6.09,440.8,44,1129,25.66,1,3.7,94.1,18,54,3,0,1.5,4.5,53,1262,23.81,0,4.4,105.2,19,112,5.89,0,1.6,9.3,22,17,77.3,1.8,1.4,1,0.08,16,12,28,10,8,18,10,0.83,68,549,5.7,45.8,51%,51%,4470623,5.5,94506,16.67,11,7629932,7629932,0,"Public, 4-year or above",,,,,,,,
2012,Louisiana-Monroe,Sun Belt,NO,Lost,YES,NO,8,5,0.615,19.5,11.9925,6,2,75%,7.7,20.1,35.5,11.4,27.8,13.2,33.8,29.2,4.6,50,50,76.12,432.8,5.69,41.5,290.7,7,63.6,15,137.16,33,34.62,142.08,4.1,24,5,50,11,46,0,0,379,29.2,467,1849,3.96,21,35.92,142.23,457,286,62.6,3595,7.9,29,16,142.6,35.2,276.5,1849,3595,924,5444,5.89,418.8,43,933,21.7,0,3.3,71.8,23,149,6.48,0,1.8,11.5,48,1001,20.85,0,3.7,77,13,87,6.69,0,1,6.7,9,5,55.6,0.7,0.4,2,0.15,10,16,26,4,15,19,7,0.54,70,567,5.4,43.6,38%,44%,1492248,3.5,49055,13.21,11,3588964,3588964,0,"Public, 4-year or above",,,,,,,,
2012,Western Kentucky,Sun Belt,NO,Lost,YES,NO,7,6,0.538,17.2,9.2536,4,4,50%,3.2,18.2,28.8,13.0,25.6,11.7,28.2,25.5,2.7,50,50,64.72,387.2,5.99,25.8,205.2,8,63.6,12,146.93,24,38.92,182.08,4.68,21,10,41,15,38,1,0,331,25.5,456,1779,3.9,15,35.08,136.85,394,234,59.4,2727,6.9,24,13,131.03,30.3,209.8,1779,2727,850,4506,5.3,346.6,44,1083,24.61,0,3.4,83.3,22,234,10.64,1,1.7,18,60,1368,22.8,1,4.6,105.2,17,181,10.65,0,1.3,13.9,15,10,66.7,1.2,0.8,2,0.15,9,13,22,12,12,24,-2,-0.15,80,765,6.2,58.8,62%,62%,3451834,6.5,77124,20.5,9,5883389,5883389,0,"Public, 4-year or above",,,,,,,,
2012,Troy,Sun Belt,NO,No Appearance,NO,NO,5,7,0.417,19.7,8.2149,3,5,38%,0.1,9.9,30.6,9.7,30.5,12.9,30.6,30.5,0.1,50,50,80.48,498.8,6.2,42.4,331.5,7.8,66.2,12,141.4,22,38.08,167.25,4.39,22,17,46,16,38,2,0,366,30.5,469,2222,4.74,17,39.08,185.17,372,211,56.7,3101,8.3,26,6,146.57,31,258.4,2222,3101,841,5323,6.33,443.6,39,721,18.49,0,3.3,60.1,18,141,7.83,0,1.5,11.8,46,903,19.63,0,3.8,75.3,16,32,2,0,1.3,2.7,21,17,81,1.8,1.4,1,0.08,14,6,20,14,12,26,-6,-0.5,92,803,7.7,66.9,0%,0%,2592337,4.9,89976,16.9,11,4872051,3963058,908993,"Public, 4-year or above",,,,,,,,
2012,North Texas,Sun Belt,NO,No Appearance,NO,NO,4,8,0.333,19.1,6.3603,3,5,38%,-9.2,19.5,21.2,7.1,30.3,17.0,20.9,27.8,-6.9,50,50,71.13,392.2,5.52,31.3,219.1,7,57.1,14,120.81,14,39.83,173.08,4.35,17,11,44,10,40,0,0,334,27.8,394,1959,4.97,22,32.83,163.25,420,266,63.3,3018,7.2,19,11,133.38,35,251.5,1959,3018,814,4977,6.11,414.8,38,729,19.18,0,3.2,60.8,8,17,2.13,0,0.7,1.4,26,690,26.54,1,2.2,57.5,11,110,10,1,0.9,9.2,17,11,64.7,1.4,0.9,0,0,8,11,19,5,14,19,0,0,52,520,4.3,43.3,41%,46%,1873290,3.5,79057,13.5,9,7734550,6085738,1648812,"Public, 4-year or above",,,,,,,,
2012,Florida Atlantic,Sun Belt,NO,No Appearance,NO,NO,3,9,0.25,18,4.5,2,6,25%,-10.3,14.4,20.5,10.1,30.8,12.7,20.5,30.8,-10.3,50,50,68.87,348.2,5.06,34.7,237.6,6.9,63.7,6,132.67,18,34.17,110.58,3.24,12,8,47,14,46,0,0,370,30.8,504,2425,4.81,23,42,202.08,286,158,55.2,2443,8.5,20,8,144.49,23.8,203.6,2425,2443,790,4868,6.16,405.7,41,787,19.2,0,3.4,65.6,22,143,6.5,0,1.8,11.9,34,786,23.12,1,2.8,65.5,34,274,8.06,0,2.8,22.8,17,8,47.1,1.4,0.7,1,0.08,9,8,17,13,6,19,-2,-0.17,77,616,6.4,51.3,25%,25%,2453632,6.75,52469,18,11,10291875,6886602,3405273,"Public, 4-year or above",,,,,,,,
2012,Florida International,Sun Belt,NO,No Appearance,NO,NO,3,9,0.25,17.2,4.3,2,6,25%,-6.7,11.1,25.0,9.7,31.7,10.3,25,31.7,-6.7,50,50,71.55,383.8,5.37,30.8,238.4,7.8,59.3,6,136.43,17,40.75,145.33,3.57,20,9,49,12,44,2,1,380,31.7,428,1690,3.95,23,35.67,140.83,437,265,60.6,3145,7.2,24,10,134.63,36.4,262.1,1690,3145,865,4835,5.59,402.9,59,1438,24.37,1,4.9,119.8,25,201,8.04,1,2.1,16.8,29,600,20.69,0,2.4,50,25,258,10.32,0,2.1,21.5,16,9,56.3,1.3,0.8,0,0,8,10,18,16,6,22,-4,-0.33,90,702,7.5,58.5,37%,21%,3209981,4.5,73842,16.4,9,7965277,7867972,97305,"Public, 4-year or above",,,,,,,,
2012,South Alabama,Sun Belt,NO,No Appearance,NO,NO,2,11,0.154,17.1,2.6334,1,7,13%,-11.0,9.6,18.5,10.5,29.5,11.3,18.5,29.5,-11,50,50,72.12,333.4,4.62,34.5,209.8,6.1,54.3,16,110.01,16,37.62,123.54,3.28,10,20,46,20,45,1,0,383,29.5,513,2138,4.17,21,39.46,164.46,368,215,58.4,2840,7.7,25,11,139.68,28.3,218.5,2138,2840,881,4978,5.65,382.9,40,833,20.83,0,3.1,64.1,16,141,8.81,0,1.2,10.8,35,805,23,0,2.7,61.9,34,217,6.38,0,2.6,16.7,27,20,74.1,2.1,1.5,5,0.38,10,11,21,17,16,33,-12,-0.92,96,877,7.4,67.5,53%,37%,2874157,5.49,77663,16.29,11,6902289,6902289,0,"Public, 4-year or above",,,,,,,,
2012,Utah State,WAC,NO,Won,YES,YES,11,2,0.846,24.7,20.8962,6,0,100%,19.0,14.2,34.4,14.2,15.4,10.7,34.9,15.4,19.5,50,16,68.68,469.1,6.83,32.3,265,8.2,67.9,10,153.22,27,36.38,204.08,5.61,30,14,21,19,17,0,0,200,15.4,493,1479,3,6,37.92,113.77,475,257,54.1,2708,5.7,12,14,104.45,36.5,208.3,1479,2708,968,4187,4.33,322.1,38,816,21.47,0,2.9,62.8,30,308,10.27,1,2.3,23.7,52,1128,21.69,2,4,86.8,14,116,8.29,1,1.1,8.9,20,14,70,1.5,1.1,6,0.46,6,14,20,11,10,21,-1,-0.08,91,941,7,72.4,68%,68%,2369274,3.75,77108,14.75,11,5881832,5881831,1,"Public, 4-year or above",,,,,,,,
2012,San Jose State,WAC,NO,Won,YES,YES,11,2,0.846,25.1,21.2346,5,1,83%,13.8,17.2,35.3,13.7,21.4,14.3,34.8,21.3,13.5,50,21,70.31,446.2,6.35,36,332.7,9.2,71.8,9,170.25,35,34.31,113.46,3.31,17,18,35,12,31,0,0,277,21.3,442,1589,3.6,16,34,122.23,439,250,56.9,2892,6.6,18,15,118.99,33.8,222.5,1589,2892,881,4481,5.09,344.7,42,1059,25.21,2,3.2,81.5,17,66,3.88,0,1.3,5.1,60,1230,20.5,0,4.6,94.6,20,188,9.4,0,1.5,14.5,19,18,94.7,1.5,1.4,1,0.08,17,15,32,15,9,24,8,0.62,68,618,5.2,47.5,59%,38%,2590068,5.2,90104,15.09,9,5770987,5770987,0,"Public, 4-year or above",,,,,,,,
2012,Louisiana Tech,WAC,NO,No Appearance,NO,NO,9,3,0.75,26.3,19.725,4,2,67%,13.0,15.5,51.5,11.1,38.5,14.1,51.5,38.5,13,50,19,87.82,577.9,6.58,44.4,350.8,7.9,68.5,5,153.36,33,43.42,227.17,5.23,47,12,61,12,56,2,0,462,38.5,470,2228,4.74,25,39.17,185.67,495,300,60.6,4085,8.3,35,10,149.23,41.3,340.4,2228,4085,965,6313,6.54,526.1,50,1186,23.72,1,4.2,98.8,28,132,4.71,0,2.3,11,75,1468,19.57,1,6.3,122.3,11,84,7.64,0,0.9,7,18,12,66.7,1.5,1,2,0.17,16,10,26,8,5,13,13,1.08,98,957,8.2,79.8,55%,50%,2207890,4.5,96040,15.05,9,6142661,6079541,63120,"Public, 4-year or above",,,,,,,,
2012,UTSA,WAC,NO,No Appearance,NO,NO,8,4,0.667,16.4,10.9388,3,3,50%,2.4,24.8,31.2,10.9,28.8,15.8,31.2,28.8,2.4,50,50,68,390.7,5.75,32.9,240.3,7.3,59,7,137.12,21,35.1,150.4,4.28,13,13,42,11,41,0,0,326,32.6,343,1254,3.66,16,34.3,125.4,353,232,65.7,2927,8.3,24,10,152.14,35.3,292.7,1254,2927,696,4181,6.01,418.1,41,766,18.68,0,4.1,76.6,10,110,11,1,1,11,38,847,22.29,1,3.8,84.7,18,99,5.5,0,1.8,9.9,17,13,76.5,1.7,1.3,4,0.4,15,10,25,6,7,13,12,1.2,74,724,7.4,72.4,68%,48%,,,,,,,,,#N/A,,,,,,,,
2012,Texas State,WAC,NO,No Appearance,NO,NO,4,8,0.333,16.4,5.4612,2,4,33%,-4.9,24.6,28.6,18.7,33.5,15.9,28.6,33.5,-4.9,50,50,64.52,379.8,5.89,30.1,200.4,6.7,60.1,8,127.18,17,34.42,179.33,5.21,24,12,53,11,51,0,0,402,33.5,490,2782,5.68,25,40.83,231.83,408,248,60.8,3035,7.4,26,14,137.44,34,252.9,2782,3035,898,5817,6.48,484.8,54,1356,25.11,0,4.5,113,18,363,20.17,1,1.5,30.3,34,734,21.59,0,2.8,61.2,16,140,8.75,1,1.3,11.7,17,12,70.6,1.4,1,0,0,12,14,26,8,8,16,10,0.83,87,821,7.3,68.4,62%,51%,,,,,,,,,#N/A,,,,,,,,
2012,Idaho,WAC,NO,No Appearance,NO,NO,1,11,0.083,19.8,1.6434,1,5,17%,-26.6,21.6,15.8,11.2,42.4,17.8,15.8,42.4,-26.6,50,50,66.57,312.2,4.69,37.4,224.2,6,58.4,22,109.9,15,29.17,88,3.02,3,19,69,9,66,1,0,509,42.4,459,2364,5.15,37,38.25,197,403,261,64.8,3302,8.2,27,9,151.23,33.6,275.2,2364,3302,862,5666,6.57,472.2,47,839,17.85,1,3.9,69.9,17,27,1.59,0,1.4,2.3,32,687,21.47,0,2.7,57.3,36,256,7.11,0,3,21.3,25,19,76,2.1,1.6,1,0.08,13,9,22,17,22,39,-17,-1.42,87,767,7.3,63.9,9%,9%,3036555,4.75,74636,12.57,11,7482169,5787302,1694867,"Public, 4-year or above",,,,,,,,
2012,New Mexico State,WAC,NO,No Appearance,NO,NO,1,11,0.083,19.7,1.6351,0,6,0%,-20.8,19.6,18.7,12.1,39.4,13.2,18.7,39.4,-20.7,50,50,65.92,335.3,5.09,33.5,237.8,7.1,53.5,11,123.22,19,32.42,97.58,3.01,11,2,61,17,56,0,0,473,39.4,470,2657,5.65,27,39.17,221.42,381,233,61.2,3057,8,28,4,150.71,31.8,254.8,2657,3057,851,5714,6.71,476.2,44,951,21.61,1,3.7,79.3,12,15,1.25,0,1,1.3,25,536,21.44,0,2.1,44.7,35,432,12.34,1,2.9,36,6,2,33.3,0.5,0.2,4,0.33,5,4,9,16,11,27,-18,-1.5,61,481,5.1,40.1,31%,17%,3134697,4.96,58867,15.13,11,6159515,6159515,0,"Public, 4-year or above",,,,,,,,
2011,Clemson,ACC (Atlantic),YES,Lost,YES,NO,10,4,0.714,29.5,21.063,6,2,75%,7.5,17.3,33.6,14.5,26.2,12.0,33.6,29.3,4.3,50,6,75.36,440.8,5.85,37.5,282.3,7.5,59.2,12,138.65,33,37.86,158.5,4.19,22,22,52,16,50,0,0,410,29.3,569,2476,4.35,21,40.64,176.86,417,243,58.3,3045,7.3,26,14,133.48,29.8,217.5,2476,3045,986,5521,5.6,394.4,63,1405,22.3,1,4.5,100.4,15,91,6.07,0,1.1,6.5,75,1502,20.03,1,5.4,107.3,24,224,9.33,1,1.7,16,27,22,81.5,1.9,1.6,1,0.07,9,14,23,12,12,24,-1,-0.07,62,562,4.4,40.1,70%,70%,5523332,7,169465,23,9,31730042,17992943,13737099,"Public, 4-year or above",,,,,,,,
2011,Florida State,ACC (Atlantic),YES,Won,YES,YES,9,4,0.692,28.4,19.6528,5,3,63%,16.5,19.8,31.7,13.6,15.2,11.6,30.6,15.1,15.5,6,5,63.12,369.2,5.85,29.5,257,8.7,64.5,12,153.03,25,33.62,112.15,3.34,20,22,25,8,20,0,1,196,15.1,458,1075,2.35,8,35.23,82.69,401,237,59.1,2500,6.2,16,16,116.66,30.8,192.3,1075,2500,859,3575,4.16,275,32,795,24.84,0,2.5,61.2,40,417,10.43,1,3.1,32.1,50,950,19,0,3.8,73.1,21,188,8.95,0,1.6,14.5,27,22,81.5,2.1,1.7,1,0.08,7,16,23,7,12,19,4,0.31,103,875,7.9,67.3,84%,84%,4826139,6,249740,20.5,9,35870789,18689809,17180980,"Public, 4-year or above",,,,,,,,
2011,Wake Forest,ACC (Atlantic),YES,Lost,YES,NO,6,7,0.462,26.7,12.3354,5,3,63%,-1.0,20.8,26.8,10.4,27.8,12.7,26,27.4,-1.4,50,50,70.89,367.8,5.19,35.2,253.2,7.2,60.8,8,133.71,22,35.69,114.62,3.21,18,17,43,18,40,1,1,356,27.4,481,2208,4.59,21,37,169.85,444,254,57.2,2963,6.7,22,13,123.75,34.2,227.9,2208,2963,925,5171,5.59,397.8,61,1195,19.59,0,4.7,91.9,22,148,6.73,1,1.7,11.4,55,1199,21.8,0,4.2,92.2,26,151,5.81,0,2,11.6,22,17,77.3,1.7,1.3,3,0.23,8,13,21,4,8,12,9,0.69,63,566,4.8,43.5,51%,25%,7138102,6.5,135680,20,11,9433418,13225460,-3792042,"Private nonprofit, 4-year or above",,,,,,,,
